"Lat","Lon ","hs - P.1511"," Sat.lon.","P","ρ(P) - P.836","Elevation angle, θ","f ","T - P.1510-1","e(P)","pdry(hs) -  P.835-6","gO (dB/km)","hO (km)","AO","AO/Sin(θ)","Elevation angle","f ","V(P) - P.836","ρref ","Tref","eref","Pdry,ref","γw","γwref","a","b","(ahb+1)","0.0176* (γw/γw_ref)*(ahb+1)","Awv","Awv/Sin(θ)","A_gas"
" (°N)","(°E)","(km)","(°E)"," (%)"," (g/m3)","(°)","(GHz)","K","(hPA)","(hPA)","(Eq.22)","(Eq. 25a-e)","(dB)","(dB)","θ(°)","(GHz)"," (kg/m2)","(g/m3)"," (C)","(hPA)","(hPA)","(dB/km)","(dB/km)",,,,,"(dB/km)","(dB)","(dB)"
51.5,-0.14,0.0691642239999998,1,1,13.629275802124,31.07694309,29,283.610875555556,17.8376134906717,1004.96883322204,0.0207731207401857,5.16600593344395,0.107314064999947,0.207896963159153,31.07694309,29,33.3205520527569,9.07916949666402,12.6859698694518,11.9757878112049,815,0.0819270692048253,0.155301142276439,-0.110725721680664,0.829794903632219,0.987933311326728,0.00917261290300307,0.305636525694304,0.592102307580946,0.799999270740099
41.9,12.49,0.0567010449919997,1,1,18.1923937366449,40.23202374,29,288.089736888889,24.1857033916433,1006.45699815734,0.0200410686922556,5.17211318660802,0.103654675656932,0.160484850863826,40.23202374,29,35.9100336240645,9.78475030628462,13.7337628983753,12.9537885873925,815,0.0885819630831865,0.167193926605659,-0.110725721680664,0.829794903632219,0.989767429729442,0.00922933966048433,0.331425897535904,0.513134939657707,0.673619790521533
33.94,18.43,0,1,1,22.7300017797136,46.35969261,29,293.369679466667,30.7720043211414,1013.25,0.0193961331588473,5.18235400274494,0.100517628313526,0.138896639833446,46.35969261,29,37.955599905521,10.3421253148559,14.5093672169314,13.7286996942762,815,0.093890107929081,0.176574919223061,-0.110725721680664,0.829794903632219,1,0.00935844063711179,0.355205228561785,0.490827465055342,0.629724104888788
51.5,-0.14,0.0691642239999998,1,0.5,14.2460037781315,31.07694309,29,283.610875555556,18.6447697493476,1004.96883322204,0.0207907144563966,5.16663878940312,0.107418111769823,0.208098530469866,31.07694309,29,35.3127334993925,9.6219982287173,13.4989391718501,12.727898407823,815,0.0870405375236773,0.164452419702785,-0.110725721680664,0.829794903632219,0.987933311326728,0.0092028341106242,0.32497722838759,0.629570586834931,0.837669117304797
41.9,12.49,0.0567010449919997,1,0.5,18.6800130418508,40.23202374,29,288.089736888889,24.8339642007744,1006.45699815734,0.0200545604223405,5.17261476232383,0.103734515292514,0.160608463734428,40.23202374,29,37.3747179644759,10.1838468568054,14.293451272392,13.5084452595739,815,0.092378129294259,0.173912213895815,-0.110725721680664,0.829794903632219,0.989767429729442,0.00925304993375786,0.345830131585412,0.535436503370028,0.696044967104456
33.94,18.43,0,1,0.5,23.1995010829432,46.35969261,29,293.369679466667,31.4076151199337,1013.25,0.0194087332581086,5.18283476874958,0.100592257547512,0.138999763534312,46.35969261,29,40.5119058683654,11.0386664491459,15.4218711158265,14.6998090994625,815,0.100587747874898,0.188281260163792,-0.110725721680664,0.829794903632219,1,0.00940265834771939,0.380919609895207,0.526359950476386,0.665359714010698
51.5,-0.14,0.0691642239999998,1,0.3,14.6189505964874,31.07694309,29,283.610875555556,19.1328720737111,1004.96883322204,0.0208013537075859,5.16702106423895,0.107481032771781,0.208220425817191,31.07694309,29,36.8805822223484,10.0492049652175,14.1071210713058,13.3212076020483,815,0.0910948304454304,0.171646379557347,-0.110725721680664,0.829794903632219,0.987933311326728,0.0092278256718881,0.340327583425567,0.659308461323346,0.867528887140537
41.9,12.49,0.0567010449919997,1,0.3,19.0245095250959,40.23202374,29,288.089736888889,25.29195174677,1006.45699815734,0.0200640921523628,5.17296878496743,0.103790922402883,0.160695796858939,40.23202374,29,38.1932151465084,10.4068706121276,14.5967388764542,13.8188420883661,815,0.0945096565197358,0.177663844239511,-0.110725721680664,0.829794903632219,0.989767429729442,0.00926665417967652,0.353923316772677,0.547966894397348,0.708662691256287
33.94,18.43,0,1,0.3,23.5146450469728,46.35969261,29,293.369679466667,31.8342587918914,1013.25,0.0194171908784315,5.18315718657573,0.100642352444655,0.139068985351447,46.35969261,29,42.2102238719407,11.501423398349,15.9968029638939,15.3465611682821,815,0.105077146296503,0.196048194487826,-0.110725721680664,0.829794903632219,1,0.0094331793243487,0.398176611104922,0.55020591184502,0.689274897196467
51.5,-0.14,0.0691642239999998,1,0.2,14.8780457481823,31.07694309,29,283.610875555556,19.4719685334453,1004.96883322204,0.0208087450544725,5.16728645154592,0.107524746393649,0.208305111167942,31.07694309,29,37.8295945453611,10.3077914292537,14.4628125651794,13.6809085570047,815,0.0935618162912552,0.17599740558965,-0.110725721680664,0.829794903632219,0.987933311326728,0.00924341975519015,0.349674821551425,0.677416641460705,0.885721752628647
41.9,12.49,0.0567010449919997,1,0.2,19.2798117385646,40.23202374,29,288.089736888889,25.6313608261671,1006.45699815734,0.0200711560053994,5.17323096878125,0.103832725826372,0.160760519614008,40.23202374,29,38.9161964390022,10.6038682395101,14.8592758224332,14.0932737082502,815,0.0963985209822322,0.180976070275933,-0.110725721680664,0.829794903632219,0.989767429729442,0.00927886899668116,0.36109828860661,0.559075648319188,0.719836167933196
33.94,18.43,0,1,0.2,23.7593450460247,46.35969261,29,293.369679466667,32.1655350276428,1013.25,0.0194237579732321,5.18340737473929,0.100681250323602,0.139122734975002,46.35969261,29,43.4104605766519,11.8284633723847,16.3893346227134,15.804362780108,815,0.108269135905787,0.201532284136377,-0.110725721680664,0.829794903632219,1,0.00945524336265833,0.41045646923733,0.567174388527566,0.706297123502568
22.9,-43.23,0,-100,1,20.7394305475556,22.27833468,14.25,297.453541333333,28.4680067448413,1013.25,0.00871486960587996,5.21463308989245,0.0454448474209197,0.119873633345598,22.27833468,14.25,49.5131843487407,13.4913308852155,18.2308742585021,18.1408204349092,815,0.0262718995515761,0.229353193793417,nan,nan,1,0.00201604095613431,0.0998206075156898,0.263305073836871,0.383178707182469
25.78,-80.22,0.0000751071354880102,-100,1,22.5348337057275,52.6789929,14.25,297.574653866667,30.9450638667501,1013.24097730743,0.00872565629670403,5.21653991108961,0.0455177343222069,0.0572369229900042,52.6789929,14.25,57.6724684855892,15.7145690696428,20.3664472190902,21.2851152879583,815,0.031094830193126,0.266383391367013,nan,nan,1,0.00205444118940963,0.118484694751724,0.148990266101403,0.206227189091407
22.9,-43.23,0,-100,0.5,21.0461430044444,22.27833468,14.25,297.453541333333,28.8890160040598,1013.25,0.00871843814249321,5.21495893151081,0.0454662968600195,0.119930212305459,22.27833468,14.25,52.0073895597037,14.1709508337067,18.9189298898885,19.0996513406689,815,0.0277278579188763,0.240693139373441,nan,nan,1,0.00202752060421242,0.105446053903601,0.278143779124269,0.398073991429728
25.78,-80.22,0.0000751071354880102,-100,0.5,22.858729385487,52.6789929,14.25,297.574653866667,31.3898407232031,1013.24097730743,0.00872942178835401,5.21688269857564,0.0455403694962332,0.057265385911806,52.6789929,14.25,59.3956195901982,16.1840925313892,20.7786151855248,21.9518592791214,815,0.0321355318625176,0.274179326426326,nan,nan,1,0.00206283007603889,0.122523070475626,0.154068379143618,0.211333765055424
22.9,-43.23,0,-100,0.3,21.2475331851852,22.27833468,14.25,297.453541333333,29.1654545017575,1013.25,0.00872078126998644,5.21517275507555,0.0454803808822064,0.119967362895844,22.27833468,14.25,53.4851113007408,14.5735998094661,19.3111749784312,19.6687223070693,815,0.0285980776398129,0.247403242563048,nan,nan,1,0.0020344364174307,0.108812058220562,0.287022567154819,0.406989930050663
25.78,-80.22,0.0000751071354880102,-100,0.3,23.0657422163779,52.6789929,14.25,297.574653866667,31.6741128574823,1013.24097730743,0.00873182843667096,5.21710165014713,0.0455548365457577,0.0572835777091759,52.6789929,14.25,60.4848768841776,16.4808928839721,21.0330355833117,22.3737844842193,815,0.0327973805012349,0.279102960420962,nan,nan,1,0.00206817547170088,0.125093338780704,0.157300399612827,0.214583977322003
22.9,-43.23,0,-100,0.2,21.3694033665185,22.27833468,14.25,297.453541333333,29.3327397671961,1013.25,0.00872219919863291,5.21530210039392,0.0454889038006844,0.119989844502949,22.27833468,14.25,54.6318090367408,14.8860515086487,19.6081566211323,20.1108121783074,815,0.0292772712914822,0.252605911536722,nan,nan,1,0.00203985714980063,0.111441086270138,0.2939573719205,0.413947216423449
25.78,-80.22,0.0000751071354880102,-100,0.2,23.2267172457648,52.6789929,14.25,297.574653866667,31.8951654124015,1013.24097730743,0.0087336998644489,5.21727183578767,0.0455660863250119,0.057297723904245,52.6789929,14.25,61.3272622081391,16.7104256697927,21.2266711705169,22.7003206392059,815,0.0333113448723488,0.282908338348149,nan,nan,1,0.00207233082339149,0.127090375788139,0.159811602226597,0.217109326130842
22.9,-43.23,0,-100,1,20.7394305475556,22.27833468,29,297.453541333333,28.4680067448413,1013.25,0.0185874636009669,5.1806069681237,0.0962943434509146,0.254003555412452,22.27833468,29,49.5131843487407,13.4913308852155,18.2308742585021,18.1408204349092,815,0.124747319786215,0.229353193793417,-0.110725721680664,0.829794903632219,1,0.00957280250570638,0.473979935199128,1.25025608379698,1.50425963920943
25.78,-80.22,0.0000751071354880102,-100,1,22.5348337057275,52.6789929,29,297.574653866667,30.9450638667501,1013.24097730743,0.0186121301768942,5.1824781269585,0.0964569575378584,0.121291174366537,52.6789929,29,57.6724684855892,15.7145690696428,20.3664472190902,21.2851152879583,815,0.147431327692916,0.266383391367013,-0.110725721680664,0.829794903632219,0.999958129340898,0.00974040726959468,0.561753331292506,0.70638472325897,0.827675897625507
22.9,-43.23,0,-100,0.5,21.0461430044444,22.27833468,29,297.453541333333,28.8890160040598,1013.25,0.0185954643363072,5.18092671114958,0.0963417378862035,0.254128571634991,22.27833468,29,52.0073895597037,14.1709508337067,18.9189298898885,19.0996513406689,815,0.131602079404219,0.240693139373441,-0.110725721680664,0.829794903632219,1,0.00962302707731366,0.500468517953427,1.32012720972515,1.57425578136014
25.78,-80.22,0.0000751071354880102,-100,0.5,22.858729385487,52.6789929,29,297.574653866667,31.3898407232031,1013.24097730743,0.0186205720117557,5.18281451025071,0.0965069708116959,0.121354064269687,52.6789929,29,59.3956195901982,16.1840925313892,20.7786151855248,21.9518592791214,815,0.15231785805201,0.274179326426326,-0.110725721680664,0.829794903632219,0.999958129340898,0.00977711226455786,0.580717640756339,0.730231664160211,0.851585728429898
22.9,-43.23,0,-100,0.3,21.2475331851852,22.27833468,29,297.453541333333,29.1654545017575,1013.25,0.0186007176930719,5.18113653371437,0.0963728579928822,0.254210659714705,22.27833468,29,53.4851113007408,14.5735998094661,19.3111749784312,19.6687223070693,815,0.135696256873045,0.247403242563048,-0.110725721680664,0.829794903632219,1,0.00965328544696407,0.516307046548696,1.3619058068008,1.61611646651551
25.78,-80.22,0.0000751071354880102,-100,0.3,23.0657422163779,52.6789929,29,297.574653866667,31.6741128574823,1013.24097730743,0.018625967479256,5.18302937230307,0.0965389365325454,0.121394260020416,52.6789929,29,60.4848768841776,16.4808928839721,21.0330355833117,22.3737844842193,815,0.155424056030763,0.279102960420962,-0.110725721680664,0.829794903632219,0.999958129340898,0.00980050102786751,0.592782098073824,0.745402287757356,0.866796547777772
22.9,-43.23,0,-100,0.2,21.3694033665185,22.27833468,29,297.453541333333,29.3327397671961,1013.25,0.0186038967341074,5.18126345915378,0.0963916903463008,0.254260335371174,22.27833468,29,54.6318090367408,14.8860515086487,19.6081566211323,20.1108121783074,815,0.138890236381669,0.252605911536722,-0.110725721680664,0.829794903632219,1,0.00967700298637712,0.528672179199725,1.39452234006694,1.64878267543811
25.78,-80.22,0.0000751071354880102,-100,0.2,23.2267172457648,52.6789929,29,297.574653866667,31.8951654124015,1013.24097730743,0.0186301630438564,5.18319637984672,0.0965637936448709,0.121425516950163,52.6789929,29,61.3272622081391,16.7104256697927,21.2266711705169,22.7003206392059,815,0.157835430753511,0.282908338348149,-0.110725721680664,0.829794903632219,0.999958129340898,0.00981868291626513,0.60215294174437,0.75718578852929,0.878611305479453
28.717,77.3,0.21755945549536,100,1,24.6494497421807,48.24116215,14.25,298.058498933333,33.9039131965253,987.386644037679,0.00827936110464895,5.19853759822644,0.0430405699918112,0.0576986412624551,48.24116215,14.25,70.4168617665503,19.1871557947004,23.1615869492564,26.2361632790507,815,0.0389746483739346,0.323838288834544,nan,nan,1,0.00211819860415492,0.149156898302877,0.199954377198898,0.257653018461353
3.133,101.7,0.236104458878785,100,1,22.0617317765685,85.80457401,14.25,299.605407466667,30.5021418474348,985.207072401188,0.00809615503487112,5.19404030845847,0.0420517555946496,0.0421647435825133,85.80457401,14.25,58.8177526891827,16.0266356101315,20.6417406357278,21.7281641552149,815,0.0317856659070545,0.271565876354103,nan,nan,1,0.00206000741873292,0.121165006892915,0.12149056263095,0.163655306213463
9.05,38.7,2.450004916,100,1,12.0826274017096,20.14348033,14.25,290.210093333333,16.1813586800278,751.617602900568,0.00511137887433615,4.93835215929293,0.0252417889010422,0.0732979758224948,20.14348033,14.25,26.7204680803357,7.28078149327948,9.59554660513544,9.4998086895702,815,0.0137013233001746,0.124899043454297,nan,nan,1,0.00193070565965793,0.0515893589514135,0.149806957024452,0.223104932846947
28.717,77.3,0.21755945549536,100,0.5,25.0602299303817,48.24116215,14.25,298.058498933333,34.4689179325046,987.386644037679,0.00828400148499235,5.19899044110729,0.0430684445345938,0.0577360088727046,48.24116215,14.25,72.3047726153408,19.7015729197114,23.5319904099381,26.9732435072751,815,0.0401778455190193,0.332309109752671,nan,nan,1,0.00212792866756207,0.153859398449741,0.206258379888969,0.263994388761674
3.133,101.7,0.236104458878785,100,0.5,22.351413024018,85.80457401,14.25,299.605407466667,30.9026497762652,985.207072401188,0.00809938888014414,5.19436448088058,0.0420711779158598,0.0421842180891545,85.80457401,14.25,59.8317468603011,16.3029282998096,20.8810381307995,22.1207518807799,815,0.0324001582579871,0.276151109481151,nan,nan,1,0.00206496648306784,0.123550551889921,0.123882517299214,0.166066735388369
9.05,38.7,2.450004916,100,0.5,12.4403992967774,20.14348033,14.25,290.210093333333,16.6604958053609,751.617602900568,0.00511461801756716,4.93898072723852,0.0252609998159511,0.0733537611387431,20.14348033,14.25,27.4242923344917,7.47255921920755,9.95953730454187,9.7625878312443,815,0.014070377006326,0.12814735523436,nan,nan,1,0.00193245217475186,0.0529961333628193,0.153891997003162,0.227245758141905
28.717,77.3,0.21755945549536,100,0.3,25.3401875800039,48.24116215,14.25,298.058498933333,34.8539837230506,987.386644037679,0.00828716401710664,5.19929881186579,0.0430874420278794,0.0577614762294376,48.24116215,14.25,73.4040839270723,20.0011127866682,23.7432425019374,27.40283908113,815,0.0408827132883093,0.337236743464297,nan,nan,1,0.00213362205577821,0.156616572450997,0.209954548262829,0.267716024492267
3.133,101.7,0.236104458878785,100,0.3,22.5550795549637,85.80457401,14.25,299.605407466667,31.1842353507522,985.207072401188,0.0081016624979938,5.19459226197424,0.0420848333212055,0.0421979101849249,85.80457401,14.25,60.5828524327742,16.5075892187396,21.0556949325459,22.4117524585154,815,0.0328570633358224,0.279545659054634,nan,nan,1,0.00206865782379205,0.125325191672698,0.125661925324729,0.167859835509654
9.05,38.7,2.450004916,100,0.3,12.7015685604699,20.14348033,14.25,290.210093333333,17.0102602557162,751.617602900568,0.00511698254840242,4.93943915815351,0.025275023971167,0.073394484963587,20.14348033,14.25,27.8607451524812,7.59148369277418,10.1805904746512,9.92570169475032,815,0.0142998111052865,0.130160920623395,nan,nan,1,0.00193358094155802,0.0538710058444426,0.156432481841903,0.22982696680549
28.717,77.3,0.21755945549536,100,0.2,25.5414023431106,48.24116215,14.25,298.058498933333,35.1307431612361,987.386644037679,0.00828943702745795,5.1995203211573,0.0431010962752214,0.0577797806226936,48.24116215,14.25,74.3334316556429,20.2543410505839,23.9193797514315,27.766241500558,815,0.0414810448177826,0.341399735670093,nan,nan,1,0.00213845036335489,0.158958353933425,0.213093856355064,0.270873636977758
3.133,101.7,0.236104458878785,100,0.2,22.7115340066576,85.80457401,14.25,299.605407466667,31.4005463786697,985.207072401188,0.00810340906383348,5.19476716522826,0.0420953233312152,0.0422084283803245,85.80457401,14.25,61.1908213352699,16.673248320237,21.1954892754923,22.6474177878724,815,0.0332279728195582,0.282292121868234,nan,nan,1,0.00207165654412842,0.126766365459805,0.127106971371723,0.169315399752048
9.05,38.7,2.450004916,100,0.2,12.8994905835389,20.14348033,14.25,290.210093333333,17.275322409789,751.617602900568,0.00511877445878731,4.9397863373491,0.0252856521354891,0.0734253473931307,20.14348033,14.25,28.284037548947,7.70682222042153,10.3916948925868,10.0840121578873,815,0.014522752504139,0.13211321423876,nan,nan,1,0.00193470763349165,0.054721343351912,0.158901721177823,0.232327068570954
28.717,77.3,0.21755945549536,100,1,24.6494497421807,48.24116215,29,298.058498933333,33.9039131965253,987.386644037679,0.0176597797894033,5.16481501850107,0.091209495879732,0.122272172127258,48.24116215,29,70.4168617665503,19.1871557947004,23.1615869492564,26.2361632790507,815,0.184363380073847,0.323838288834544,-0.110725721680664,0.829794903632219,0.968769848618162,0.00970688193258035,0.683528163230734,0.9163132897761,1.03858546190336
3.133,101.7,0.236104458878785,100,1,22.0617317765685,85.80457401,29,299.605407466667,30.5021418474348,985.207072401188,0.0172584955880897,5.16040333172622,0.0890607981333603,0.0893000937403171,85.80457401,29,58.8177526891827,16.0266356101315,20.6417406357278,21.7281641552149,815,0.150675405853918,0.271565876354103,-0.110725721680664,0.829794903632219,0.966576373432584,0.00943878329587744,0.555168021583706,0.556659690999119,0.645959784739436
9.05,38.7,2.450004916,100,1,12.0826274017096,20.14348033,29,290.210093333333,16.1813586800278,751.617602900568,0.0109119541575085,4.91002509263867,0.0535779687230897,0.155581550558061,20.14348033,29,26.7204680803357,7.28078149327948,9.59554660513544,9.4998086895702,815,0.0652832772100603,0.124899043454297,-0.110725721680664,0.829794903632219,0.767095823678212,0.0070567563319292,0.188559832318022,0.547546534222437,0.703128084780498
28.717,77.3,0.21755945549536,100,0.5,25.0602299303817,48.24116215,29,298.058498933333,34.4689179325046,987.386644037679,0.0176701778978823,5.16525926067305,0.0912710500247766,0.122354689401863,48.24116215,29,72.3047726153408,19.7015729197114,23.5319904099381,26.9732435072751,815,0.189989762317336,0.332309109752671,-0.110725721680664,0.829794903632219,0.968769848618162,0.00974812824157701,0.704836195932408,0.944878072609981,1.06723276201184
3.133,101.7,0.236104458878785,100,0.5,22.351413024018,85.80457401,29,299.605407466667,30.9026497762652,985.207072401188,0.0172657345321929,5.1607213223972,0.0891036443471373,0.0893430550766951,85.80457401,29,59.8317468603011,16.3029282998096,20.8810381307995,22.1207518807799,815,0.153559941490627,0.276151109481151,-0.110725721680664,0.829794903632219,0.966576373432584,0.00945975717670487,0.565993796756521,0.567514553722182,0.656857608798877
9.05,38.7,2.450004916,100,0.5,12.4403992967774,20.14348033,29,290.210093333333,16.6604958053609,751.617602900568,0.010919234819391,4.91063982057493,0.0536204293143097,0.155704849084994,20.14348033,29,27.4242923344917,7.47255921920755,9.95953730454187,9.7625878312443,815,0.0670369549624371,0.12814735523436,-0.110725721680664,0.829794903632219,0.767095823678212,0.00706263752677144,0.193687836186732,0.562437408441373,0.718142257526367
28.717,77.3,0.21755945549536,100,0.3,25.3401875800039,48.24116215,29,298.058498933333,34.8539837230506,987.386644037679,0.0176772644885106,5.16556177662204,0.0913130017570887,0.122410928386464,48.24116215,29,73.4040839270723,20.0011127866682,23.7432425019374,27.40283908113,815,0.193284366829939,0.337236743464297,-0.110725721680664,0.829794903632219,0.968769848618162,0.00977226248160889,0.717323975357399,0.961618740899094,1.08402966928556
3.133,101.7,0.236104458878785,100,0.3,22.5550795549637,85.80457401,29,299.605407466667,31.1842353507522,985.207072401188,0.0172708240262975,5.16094476090825,0.0891337687750882,0.0893732604453451,85.80457401,29,60.5828524327742,16.5075892187396,21.0556949325459,22.4117524585154,815,0.155704105328258,0.279545659054634,-0.110725721680664,0.829794903632219,0.966576373432584,0.00947536948130956,0.574044911032189,0.575587300369417,0.664960560814762
9.05,38.7,2.450004916,100,0.3,12.7015685604699,20.14348033,29,290.210093333333,17.0102602557162,751.617602900568,0.0109245496180096,4.91108815918081,0.05365142627339,0.155794859122165,20.14348033,29,27.8607451524812,7.59148369277418,10.1805904746512,9.92570169475032,815,0.0681269260924536,0.130160920623395,-0.110725721680664,0.829794903632219,0.767095823678212,0.00706643662430008,0.196876189925784,0.57169585982114,0.727490718943305
28.717,77.3,0.21755945549536,100,0.2,25.5414023431106,48.24116215,29,298.058498933333,35.1307431612361,987.386644037679,0.0176823578553294,5.16577908127174,0.0913431543166218,0.122451349824098,48.24116215,29,74.3334316556429,20.2543410505839,23.9193797514315,27.766241500558,815,0.196080160001713,0.341399735670093,-0.110725721680664,0.829794903632219,0.968769848618162,0.0097927293917294,0.727927180962323,0.97583301725619,1.09828436708029
3.133,101.7,0.236104458878785,100,0.2,22.7115340066576,85.80457401,29,299.605407466667,31.4005463786697,985.207072401188,0.0172747337219696,5.16111633026961,0.0891569103135164,0.0893964641622919,85.80457401,29,61.1908213352699,16.673248320237,21.1954892754923,22.6474177878724,815,0.157444318222182,0.282292121868234,-0.110725721680664,0.829794903632219,0.966576373432584,0.00948805246589921,0.580581723260505,0.582141676222611,0.671538140384903
9.05,38.7,2.450004916,100,0.2,12.8994905835389,20.14348033,29,290.210093333333,17.275322409789,751.617602900568,0.0109285773350276,4.91142769614576,0.0536749174027253,0.155863073472456,20.14348033,29,28.284037548947,7.70682222042153,10.3916948925868,10.0840121578873,815,0.069185862834007,0.13211321423876,-0.110725721680664,0.829794903632219,0.767095823678212,0.007070227506634,0.199974580277234,0.580693072418059,0.736556145890515
